Date,code,open,high,low,close,volume,news,rate,Dollar,label
2007-01-04,6954,11800,11800,11720,11750,355600,0.0,1,119.43,0
2007-01-05,6954,11750,11790,11320,11430,1142900,0.0,0,118.7,-1
2007-01-09,6954,11240,11450,11150,11410,1060800,0.0,1,118.82,-1
2007-01-10,6954,11370,11380,11060,11140,1031000,0.0,1,119.43,-1
2007-01-11,6954,11070,11190,10830,10950,1659200,0.0,0,119.67,-1
2007-01-12,6954,10980,11310,10960,11180,1920600,0.0,1,120.67,1
2007-01-15,6954,11280,11430,11220,11350,695500,0.0,0,120.14,1
2007-01-16,6954,11280,11440,11260,11310,574600,0.0,0,120.61,-1
2007-01-17,6954,11290,11630,11250,11430,1153400,0.0,1,120.89,1
2007-01-18,6954,11310,11410,11240,11310,932300,0.0,0,120.72,-1
2007-01-19,6954,11280,11310,11150,11230,984100,0.0,0,121.42,-1
2007-01-22,6954,11250,11380,11150,11300,1181900,0.0,0,121.37,1
2007-01-23,6954,11120,11280,11120,11230,939900,0.0,0,121.65,-1
2007-01-24,6954,11370,11390,11300,11350,762700,0.0,1,121.79,1
2007-01-25,6954,11430,11460,11200,11340,665900,0.0,1,121.03,-1
2007-01-26,6954,11190,11370,11150,11330,1103400,0.0,1,121.57,-1
2007-01-29,6954,11100,11190,11070,11150,1393300,0.0,1,121.73,-1
2007-01-30,6954,11310,11340,11140,11160,728000,0.0,0,121.65,1
2007-01-31,6954,11250,11260,11050,11150,873800,0.0,1,121.73,-1
2007-02-01,6954,11040,11270,11040,11230,677500,0.0,1,120.95,1
2007-02-02,6954,11240,11360,11220,11270,933700,0.0,1,120.85,1
2007-02-05,6954,11150,11150,10720,10860,1726000,0.0,0,121.1,-1
2007-02-06,6954,10820,10830,10660,10680,1309000,0.0,1,120.17,-1
2007-02-07,6954,10680,10680,10410,10490,1739500,0.0,1,120.21,-1
2007-02-08,6954,10560,10670,10490,10540,1047800,0.0,0,120.75,1
2007-02-09,6954,10540,10780,10540,10730,1509300,0.0,1,121.31,1
2007-02-13,6954,10620,10870,10620,10810,1095100,0.0,0,121.75,1
2007-02-14,6954,10800,10930,10800,10850,730800,0.0,1,121.31,1
2007-02-15,6954,11250,11260,10950,11030,1018100,0.0,1,120.34,1
