Date,code,open,high,low,close,volume,news,rate,Dollar,label
2022-01-04,7974,54000,54520,53830,54380,548400,0.0,1,115.43,0
2022-01-05,7974,54080,54220,53250,53340,655800,0.0,1,116.23,-1
2022-01-06,7974,53680,54080,52810,53060,560500,0.0,1,116.05,-1
2022-01-07,7974,52900,53930,52880,53800,637000,0.0,0,116.01,1
2022-01-11,7974,54170,55050,53680,53830,727700,0.0,0,115.34,1
2022-01-12,7974,53950,54310,53590,53590,553600,0.0,1,115.34,-1
2022-01-13,7974,53420,53450,52730,52730,471000,0.0,0,114.68,-1
2022-01-14,7974,52460,52760,51450,51920,657100,0.0,-1,114.1,-1
2022-01-17,7974,52320,53040,52120,52780,329000,0.0,1,114.35,1
2022-01-18,7974,53000,53690,52960,53410,511300,0.0,0,114.57,1
2022-01-19,7974,53900,54750,53100,53290,953200,0.0,0,114.72,-1
2022-01-20,7974,53420,55110,53340,54780,897200,0.0,0,114.32,1
2022-01-21,7974,54510,54750,53660,54710,759900,0.0,1,113.85,-1
2022-01-24,7974,54150,54440,53350,53900,659000,0.0,0,113.84,-1
2022-01-25,7974,53700,54170,53380,53950,738900,0.0,0,114.02,1
2022-01-26,7974,54590,56420,54380,56300,1449400,0.3,-1,113.84,1
2022-01-27,7974,56380,56520,55540,56080,1038000,-0.7,0,114.68,-1
2022-01-28,7974,56140,56520,55920,56100,705500,1.0,-1,115.47,1
2022-01-31,7974,56500,57110,56160,56160,728000,0.5,1,115.44,1
2022-02-01,7974,57150,57560,56400,56720,800300,0.0,1,115.17,1
2022-02-02,7974,56420,57740,56230,57740,640200,0.0,1,114.71,1
2022-02-03,7974,57200,57290,55940,56150,996300,0.0,1,114.47,-1
2022-02-04,7974,56600,59180,56310,58180,1704900,0.5,0,115.01,1
2022-02-07,7974,57750,58790,57560,58490,684400,0.0,1,115.28,1
2022-02-08,7974,58020,58280,57430,57680,647500,1.0,0,115.3,-1
2022-02-09,7974,58270,58560,57630,58090,659100,0.0,0,115.56,1
2022-02-10,7974,58120,58340,57670,58060,715600,0.0,1,115.63,-1
2022-02-14,7974,57530,57900,57010,57750,596900,0.0,1,115.43,-1
2022-02-15,7974,57820,58420,57220,57420,583500,0.0,1,115.43,-1
2022-02-16,7974,58420,59290,58360,58610,1027700,0.0,0,115.7,1
2022-02-17,7974,58740,59100,57890,58760,665600,0.0,1,115.48,1
2022-02-18,7974,58720,59600,58360,59480,633800,0.0,1,114.96,1
2022-02-21,7974,58940,59040,58610,58770,484100,0.0,-1,115.08,-1
2022-02-22,7974,57700,58520,57610,57910,485200,1.0,1,114.78,-1
2022-02-24,7974,57260,58240,56930,57050,669000,0.0,1,114.96,-1
2022-02-25,7974,57120,57750,56120,56900,782500,0.0,1,115.58,-1
2022-02-28,7974,57380,58630,57360,58020,832500,0.0,-1,115.59,1
2022-03-01,7974,58870,59270,58100,58120,584600,0.0,1,115.28,1
2022-03-02,7974,58400,58690,57970,58280,704300,0.0,1,115.02,1
2022-03-03,7974,59000,60070,58840,59330,825700,0.0,1,115.63,1
2022-03-04,7974,59660,60300,58380,58770,883600,0.0,1,115.42,-1
2022-03-07,7974,58410,58590,57070,57220,579900,0.0,0,115.02,-1
2022-03-08,7974,56500,57550,55900,56410,700900,0.0,-1,115.49,-1
2022-03-09,7974,57600,57950,57360,57600,732600,0.0,1,115.89,1
2022-03-10,7974,58600,58690,57730,58600,586900,0.0,0,116.01,1
2022-03-11,7974,58630,58900,58060,58650,599500,0.0,1,116.32,1
2022-03-14,7974,59140,59150,58210,58210,364700,0.0,1,117.59,-1
2022-03-15,7974,57780,58010,57160,57450,489000,0.0,1,118.25,-1
2022-03-16,7974,58330,60040,58310,59820,914300,0.0,1,118.39,1
2022-03-17,7974,60620,61230,59960,60950,747500,0.0,-1,118.99,1
2022-03-18,7974,60950,61660,60530,60940,707500,0.0,1,118.7,-1
2022-03-22,7974,61790,62330,61220,61870,538800,0.0,-1,120.02,1
2022-03-23,7974,63180,64190,63140,63890,797400,0.0,1,121.16,1
2022-03-24,7974,63980,64770,63770,64700,636400,0.0,1,121.11,1
2022-03-25,7974,64750,66230,64610,65780,837700,0.2,0,122.04,1
2022-03-28,7974,65780,66390,65330,66070,638800,0.5,-1,122.2,1
2022-03-29,7974,66450,67080,66060,66990,809000,0.0,0,124.25,1
2022-03-30,7974,64910,65140,62310,63140,1273400,0.5,1,122.56,-1
